date,avg_top_2,avg_bottom_2,daily_spread,spread_30d_ma
2024-01-01,56.125,-0.04,56.165,
2024-01-02,82.19,3.675,78.515,
2024-01-03,82.625,-1.345,83.97,
2024-01-04,138.94,30.240000000000002,108.69999999999999,
2024-01-05,107.91499999999999,73.63,34.285,
2024-01-06,103.94999999999999,73.01,30.939999999999984,
2024-01-07,104.19999999999999,71.97,32.22999999999999,
2024-01-08,129.57,78.795,50.77499999999999,
2024-01-09,137.82,84.57,53.25,
2024-01-10,142.535,86.195,56.34,
2024-01-11,145.54500000000002,82.16499999999999,63.380000000000024,
2024-01-12,137.85000000000002,84.485,53.36500000000002,
2024-01-13,85.13,63.415,21.714999999999996,
2024-01-14,94.41499999999999,62.519999999999996,31.894999999999996,
2024-01-15,111.59,62.04,49.550000000000004,
2024-01-16,141.35500000000002,74.28999999999999,67.06500000000003,
2024-01-17,134.54000000000002,69.60499999999999,64.93500000000003,
2024-01-18,124.03,72.095,51.935,
2024-01-19,103.66499999999999,63.04,40.62499999999999,
2024-01-20,97.4,61.785,35.61500000000001,
2024-01-21,60.045,37.175,22.870000000000005,
2024-01-22,74.66999999999999,5.05,69.61999999999999,
2024-01-23,83.05000000000001,3.61,79.44000000000001,
2024-01-24,53.765,-4.625,58.39,
2024-01-25,119.46000000000001,44.13,75.33000000000001,
2024-01-26,73.855,47.875,25.980000000000004,
2024-01-27,94.66,54.455,40.205,
2024-01-28,74.885,40.835,34.050000000000004,
2024-01-29,122.36,47.614999999999995,74.745,
2024-01-30,97.58000000000001,67.31,30.27000000000001,52.538333333333334
2024-01-31,114.05000000000001,43.394999999999996,70.65500000000002,53.02133333333334
2024-02-01,96.28,41.64,54.64,52.225500000000004
2024-02-02,87.61,30.394999999999996,57.215,51.333666666666666
2024-02-03,67.275,7.63,59.645,49.6985
2024-02-04,42.459999999999994,0.0,42.459999999999994,49.971000000000004
2024-02-05,68.625,-0.1,68.725,51.2305
2024-02-06,65.565,2.505,63.059999999999995,52.25816666666667
2024-02-07,128.135,34.835,93.29999999999998,53.67566666666667
2024-02-08,123.35,63.205,60.144999999999996,53.9055
2024-02-09,95.45,50.785,44.665000000000006,53.51633333333334
2024-02-10,88.285,59.47,28.814999999999998,52.36416666666667
2024-02-11,80.22999999999999,44.945,35.28499999999999,51.7615
2024-02-12,100.25,59.3,40.95,52.40266666666666
2024-02-13,97.445,60.16,37.285,52.58233333333333
2024-02-14,86.025,54.925,31.10000000000001,51.967333333333336
